Series ID,Year,Period,Label,Value
LASST230000000000003,2018,M09,2018 Sep,3.3
LASST230000000000003,2018,M10,2018 Oct,3.3
LASST230000000000003,2018,M11,2018 Nov,3.3
LASST230000000000003,2018,M12,2018 Dec,3.3
LASST230000000000003,2019,M01,2019 Jan,3.2
LASST230000000000003,2019,M02,2019 Feb,3.2
LASST230000000000003,2019,M03,2019 Mar,3.1
LASST230000000000003,2019,M04,2019 Apr,3.1
LASST230000000000003,2019,M05,2019 May,3.0
LASST230000000000003,2019,M06,2019 Jun,2.9
LASST230000000000003,2019,M07,2019 Jul,2.9
LASST230000000000003,2019,M08,2019 Aug,2.9
LASST230000000000003,2019,M09,2019 Sep,2.9
LASST230000000000003,2019,M10,2019 Oct,3.0
LASST230000000000003,2019,M11,2019 Nov,3.0
LASST230000000000003,2019,M12,2019 Dec,3.0
LASST230000000000003,2020,M01,2020 Jan,3.1
LASST230000000000003,2020,M02,2020 Feb,3.2
LASST230000000000003,2020,M03,2020 Mar,3.0
LASST230000000000003,2020,M04,2020 Apr,10.6
LASST240000000000003,2018,M01,2018 Jan,4.2
LASST240000000000003,2018,M02,2018 Feb,4.1
LASST240000000000003,2018,M03,2018 Mar,4.1
LASST240000000000003,2018,M04,2018 Apr,4.1
LASST240000000000003,2018,M05,2018 May,4.0
LASST240000000000003,2018,M06,2018 Jun,4.0
LASST240000000000003,2018,M07,2018 Jul,3.9
LASST240000000000003,2018,M08,2018 Aug,3.9
LASST240000000000003,2018,M09,2018 Sep,3.8
LASST240000000000003,2018,M10,2018 Oct,3.8
LASST240000000000003,2018,M11,2018 Nov,3.8
LASST240000000000003,2018,M12,2018 Dec,3.8
LASST240000000000003,2019,M01,2019 Jan,3.8
LASST240000000000003,2019,M02,2019 Feb,3.7
LASST240000000000003,2019,M03,2019 Mar,3.7
LASST240000000000003,2019,M04,2019 Apr,3.7
LASST240000000000003,2019,M05,2019 May,3.7
LASST240000000000003,2019,M06,2019 Jun,3.6
LASST240000000000003,2019,M07,2019 Jul,3.6
LASST240000000000003,2019,M08,2019 Aug,3.6
LASST240000000000003,2019,M09,2019 Sep,3.5
LASST240000000000003,2019,M10,2019 Oct,3.4
LASST240000000000003,2019,M11,2019 Nov,3.4
LASST240000000000003,2019,M12,2019 Dec,3.4
LASST240000000000003,2020,M01,2020 Jan,3.3
LASST240000000000003,2020,M02,2020 Feb,3.3
LASST240000000000003,2020,M03,2020 Mar,3.3
LASST240000000000003,2020,M04,2020 Apr,9.9
LASST250000000000003,2018,M01,2018 Jan,3.6
LASST250000000000003,2018,M02,2018 Feb,3.5
LASST250000000000003,2018,M03,2018 Mar,3.5
LASST250000000000003,2018,M04,2018 Apr,3.5
LASST250000000000003,2018,M05,2018 May,3.4
LASST250000000000003,2018,M06,2018 Jun,3.4
LASST250000000000003,2018,M07,2018 Jul,3.3
LASST250000000000003,2018,M08,2018 Aug,3.3
LASST250000000000003,2018,M09,2018 Sep,3.3
LASST250000000000003,2018,M10,2018 Oct,3.2
LASST250000000000003,2018,M11,2018 Nov,3.2
LASST250000000000003,2018,M12,2018 Dec,3.1
LASST250000000000003,2019,M01,2019 Jan,3.1
LASST250000000000003,2019,M02,2019 Feb,3.1
LASST250000000000003,2019,M03,2019 Mar,3.0
LASST250000000000003,2019,M04,2019 Apr,3.0
LASST250000000000003,2019,M05,2019 May,2.9
LASST250000000000003,2019,M06,2019 Jun,2.9
LASST250000000000003,2019,M07,2019 Jul,2.9
LASST250000000000003,2019,M08,2019 Aug,2.8
LASST250000000000003,2019,M09,2019 Sep,2.8
LASST250000000000003,2019,M10,2019 Oct,2.8
LASST250000000000003,2019,M11,2019 Nov,2.8
LASST250000000000003,2019,M12,2019 Dec,2.8
LASST250000000000003,2020,M01,2020 Jan,2.8
LASST250000000000003,2020,M02,2020 Feb,2.8
LASST250000000000003,2020,M03,2020 Mar,2.8
LASST250000000000003,2020,M04,2020 Apr,15.1
LASST260000000000003,2018,M01,2018 Jan,4.5
LASST260000000000003,2018,M02,2018 Feb,4.4
LASST260000000000003,2018,M03,2018 Mar,4.4
LASST260000000000003,2018,M04,2018 Apr,4.3
LASST260000000000003,2018,M05,2018 May,4.2
LASST260000000000003,2018,M06,2018 Jun,4.1
LASST260000000000003,2018,M07,2018 Jul,4.0
LASST260000000000003,2018,M08,2018 Aug,3.9
LASST260000000000003,2018,M09,2018 Sep,3.9
LASST260000000000003,2018,M10,2018 Oct,4.0
LASST260000000000003,2018,M11,2018 Nov,4.0
LASST260000000000003,2018,M12,2018 Dec,4.1
LASST260000000000003,2019,M01,2019 Jan,4.2
LASST260000000000003,2019,M02,2019 Feb,4.2
LASST260000000000003,2019,M03,2019 Mar,4.3
LASST260000000000003,2019,M04,2019 Apr,4.3
LASST260000000000003,2019,M05,2019 May,4.2
LASST260000000000003,2019,M06,2019 Jun,4.2
LASST260000000000003,2019,M07,2019 Jul,4.1
LASST260000000000003,2019,M08,2019 Aug,4.0
LASST260000000000003,2019,M09,2019 Sep,3.9
LASST260000000000003,2019,M10,2019 Oct,3.9
LASST260000000000003,2019,M11,2019 Nov,3.9
LASST260000000000003,2019,M12,2019 Dec,3.9
LASST260000000000003,2020,M01,2020 Jan,3.8
LASST260000000000003,2020,M02,2020 Feb,3.6
LASST260000000000003,2020,M03,2020 Mar,4.3
LASST260000000000003,2020,M04,2020 Apr,22.7
LASST270000000000003,2018,M01,2018 Jan,3.0
LASST270000000000003,2018,M02,2018 Feb,3.0
LASST270000000000003,2018,M03,2018 Mar,3.0
LASST270000000000003,2018,M04,2018 Apr,3.0
LASST270000000000003,2018,M05,2018 May,2.9
LASST270000000000003,2018,M06,2018 Jun,2.9
LASST270000000000003,2018,M07,2018 Jul,2.8
LASST270000000000003,2018,M08,2018 Aug,2.8
LASST270000000000003,2018,M09,2018 Sep,2.9
LASST270000000000003,2018,M10,2018 Oct,2.9
LASST270000000000003,2018,M11,2018 Nov,3.0
LASST270000000000003,2018,M12,2018 Dec,3.1
LASST270000000000003,2019,M01,2019 Jan,3.2
LASST270000000000003,2019,M02,2019 Feb,3.2
LASST270000000000003,2019,M03,2019 Mar,3.2
LASST270000000000003,2019,M04,2019 Apr,3.2
LASST270000000000003,2019,M05,2019 May,3.2
LASST270000000000003,2019,M06,2019 Jun,3.2
LASST270000000000003,2019,M07,2019 Jul,3.2
LASST270000000000003,2019,M08,2019 Aug,3.2
LASST270000000000003,2019,M09,2019 Sep,3.2
LASST270000000000003,2019,M10,2019 Oct,3.3
LASST270000000000003,2019,M11,2019 Nov,3.3
LASST270000000000003,2019,M12,2019 Dec,3.3
LASST270000000000003,2020,M01,2020 Jan,3.2
LASST270000000000003,2020,M02,2020 Feb,3.1
LASST270000000000003,2020,M03,2020 Mar,2.9
LASST270000000000003,2020,M04,2020 Apr,8.1
LASST280000000000003,2018,M01,2018 Jan,4.9
LASST280000000000003,2018,M02,2018 Feb,4.9
LASST280000000000003,2018,M03,2018 Mar,4.9
LASST280000000000003,2018,M04,2018 Apr,4.8
LASST280000000000003,2018,M05,2018 May,4.8
LASST280000000000003,2018,M06,2018 Jun,4.8
LASST280000000000003,2018,M07,2018 Jul,4.7
LASST280000000000003,2018,M08,2018 Aug,4.7
LASST280000000000003,2018,M09,2018 Sep,4.8
LASST280000000000003,2018,M10,2018 Oct,4.9
LASST280000000000003,2018,M11,2018 Nov,5.0
LASST280000000000003,2018,M12,2018 Dec,5.1
LASST280000000000003,2019,M01,2019 Jan,5.1
LASST280000000000003,2019,M02,2019 Feb,5.2
LASST280000000000003,2019,M03,2019 Mar,5.3
LASST280000000000003,2019,M04,2019 Apr,5.3
LASST280000000000003,2019,M05,2019 May,5.4
LASST280000000000003,2019,M06,2019 Jun,5.4
LASST280000000000003,2019,M07,2019 Jul,5.5
LASST280000000000003,2019,M08,2019 Aug,5.5
LASST280000000000003,2019,M09,2019 Sep,5.6
LASST280000000000003,2019,M10,2019 Oct,5.6
LASST280000000000003,2019,M11,2019 Nov,5.6
LASST280000000000003,2019,M12,2019 Dec,5.6
LASST280000000000003,2020,M01,2020 Jan,5.5
LASST280000000000003,2020,M02,2020 Feb,5.4
LASST280000000000003,2020,M03,2020 Mar,5.1
LASST280000000000003,2020,M04,2020 Apr,15.4
LASST290000000000003,2018,M01,2018 Jan,3.4
LASST290000000000003,2018,M02,2018 Feb,3.4
LASST290000000000003,2018,M03,2018 Mar,3.3
LASST290000000000003,2018,M04,2018 Apr,3.3
LASST290000000000003,2018,M05,2018 May,3.2
LASST290000000000003,2018,M06,2018 Jun,3.1
LASST290000000000003,2018,M07,2018 Jul,3.0
LASST290000000000003,2018,M08,2018 Aug,3.0
LASST290000000000003,2018,M09,2018 Sep,3.0
LASST290000000000003,2018,M10,2018 Oct,3.0
LASST290000000000003,2018,M11,2018 Nov,3.1
LASST290000000000003,2018,M12,2018 Dec,3.2
LASST290000000000003,2019,M01,2019 Jan,3.2
LASST290000000000003,2019,M02,2019 Feb,3.2
LASST290000000000003,2019,M03,2019 Mar,3.2
LASST290000000000003,2019,M04,2019 Apr,3.2
LASST290000000000003,2019,M05,2019 May,3.1
LASST290000000000003,2019,M06,2019 Jun,3.1
LASST290000000000003,2019,M07,2019 Jul,3.2
LASST290000000000003,2019,M08,2019 Aug,3.2
LASST290000000000003,2019,M09,2019 Sep,3.3
LASST290000000000003,2019,M10,2019 Oct,3.4
LASST290000000000003,2019,M11,2019 Nov,3.4
LASST290000000000003,2019,M12,2019 Dec,3.4
LASST290000000000003,2020,M01,2020 Jan,3.5
LASST290000000000003,2020,M02,2020 Feb,3.5
LASST290000000000003,2020,M03,2020 Mar,3.9
LASST290000000000003,2020,M04,2020 Apr,9.7
LASST300000000000003,2018,M01,2018 Jan,3.8
LASST300000000000003,2018,M02,2018 Feb,3.8
LASST300000000000003,2018,M03,2018 Mar,3.7
LASST300000000000003,2018,M04,2018 Apr,3.7
LASST300000000000003,2018,M05,2018 May,3.7
LASST300000000000003,2018,M06,2018 Jun,3.6
LASST300000000000003,2018,M07,2018 Jul,3.6
LASST300000000000003,2018,M08,2018 Aug,3.6
LASST300000000000003,2018,M09,2018 Sep,3.6
LASST300000000000003,2018,M10,2018 Oct,3.6
LASST300000000000003,2018,M11,2018 Nov,3.5
LASST300000000000003,2018,M12,2018 Dec,3.5
LASST300000000000003,2019,M01,2019 Jan,3.5
LASST300000000000003,2019,M02,2019 Feb,3.5
LASST300000000000003,2019,M03,2019 Mar,3.5
LASST300000000000003,2019,M04,2019 Apr,3.5
LASST300000000000003,2019,M05,2019 May,3.5
LASST300000000000003,2019,M06,2019 Jun,3.5
LASST300000000000003,2019,M07,2019 Jul,3.5
LASST300000000000003,2019,M08,2019 Aug,3.5
LASST300000000000003,2019,M09,2019 Sep,3.5
LASST300000000000003,2019,M10,2019 Oct,3.5
LASST300000000000003,2019,M11,2019 Nov,3.5
LASST300000000000003,2019,M12,2019 Dec,3.5
LASST300000000000003,2020,M01,2020 Jan,3.5
LASST300000000000003,2020,M02,2020 Feb,3.5
LASST300000000000003,2020,M03,2020 Mar,3.6
LASST300000000000003,2020,M04,2020 Apr,11.3
LASST310000000000003,2018,M01,2018 Jan,2.9
LASST310000000000003,2018,M02,2018 Feb,2.9
LASST310000000000003,2018,M03,2018 Mar,2.9
LASST310000000000003,2018,M04,2018 Apr,2.9
LASST310000000000003,2018,M05,2018 May,2.9
LASST310000000000003,2018,M06,2018 Jun,2.9
LASST310000000000003,2018,M07,2018 Jul,2.9
LASST310000000000003,2018,M08,2018 Aug,2.9
LASST310000000000003,2018,M09,2018 Sep,2.9
LASST310000000000003,2018,M10,2018 Oct,2.9
LASST310000000000003,2018,M11,2018 Nov,3.0
LASST310000000000003,2018,M12,2018 Dec,3.0
LASST310000000000003,2019,M01,2019 Jan,3.0
LASST310000000000003,2019,M02,2019 Feb,3.1
LASST310000000000003,2019,M03,2019 Mar,3.1
LASST310000000000003,2019,M04,2019 Apr,3.1
LASST310000000000003,2019,M05,2019 May,3.1
LASST310000000000003,2019,M06,2019 Jun,3.1
LASST310000000000003,2019,M07,2019 Jul,3.1
LASST310000000000003,2019,M08,2019 Aug,3.1
LASST310000000000003,2019,M09,2019 Sep,3.0
LASST310000000000003,2019,M10,2019 Oct,3.0
LASST310000000000003,2019,M11,2019 Nov,3.0
LASST310000000000003,2019,M12,2019 Dec,3.0
LASST310000000000003,2020,M01,2020 Jan,2.9
LASST310000000000003,2020,M02,2020 Feb,2.9
LASST310000000000003,2020,M03,2020 Mar,4.0
LASST310000000000003,2020,M04,2020 Apr,8.3
LASST320000000000003,2018,M01,2018 Jan,4.7
LASST320000000000003,2018,M02,2018 Feb,4.7
LASST320000000000003,2018,M03,2018 Mar,4.6
LASST320000000000003,2018,M04,2018 Apr,4.6
LASST320000000000003,2018,M05,2018 May,4.5
LASST320000000000003,2018,M06,2018 Jun,4.4
LASST320000000000003,2018,M07,2018 Jul,4.4
LASST320000000000003,2018,M08,2018 Aug,4.4
LASST320000000000003,2018,M09,2018 Sep,4.3
LASST320000000000003,2018,M10,2018 Oct,4.3
LASST320000000000003,2018,M11,2018 Nov,4.3
LASST320000000000003,2018,M12,2018 Dec,4.2
LASST320000000000003,2019,M01,2019 Jan,4.2
LASST320000000000003,2019,M02,2019 Feb,4.1
LASST320000000000003,2019,M03,2019 Mar,4.1
LASST320000000000003,2019,M04,2019 Apr,4.0
LASST320000000000003,2019,M05,2019 May,4.0
LASST320000000000003,2019,M06,2019 Jun,3.9
LASST320000000000003,2019,M07,2019 Jul,3.9
LASST320000000000003,2019,M08,2019 Aug,3.8
LASST320000000000003,2019,M09,2019 Sep,3.7
LASST320000000000003,2019,M10,2019 Oct,3.7
LASST320000000000003,2019,M11,2019 Nov,3.7
LASST320000000000003,2019,M12,2019 Dec,3.7
LASST320000000000003,2020,M01,2020 Jan,3.6
LASST320000000000003,2020,M02,2020 Feb,3.6
LASST320000000000003,2020,M03,2020 Mar,6.9
LASST320000000000003,2020,M04,2020 Apr,28.2
LASST330000000000003,2018,M01,2018 Jan,2.7
LASST330000000000003,2018,M02,2018 Feb,2.7
LASST330000000000003,2018,M03,2018 Mar,2.7
LASST330000000000003,2018,M04,2018 Apr,2.6
LASST330000000000003,2018,M05,2018 May,2.6
LASST330000000000003,2018,M06,2018 Jun,2.6
LASST330000000000003,2018,M07,2018 Jul,2.5
LASST330000000000003,2018,M08,2018 Aug,2.5
LASST330000000000003,2018,M09,2018 Sep,2.5
LASST330000000000003,2018,M10,2018 Oct,2.5
LASST330000000000003,2018,M11,2018 Nov,2.5
LASST330000000000003,2018,M12,2018 Dec,2.5
LASST330000000000003,2019,M01,2019 Jan,2.5
LASST330000000000003,2019,M02,2019 Feb,2.5
LASST330000000000003,2019,M03,2019 Mar,2.5
LASST330000000000003,2019,M04,2019 Apr,2.5
LASST330000000000003,2019,M05,2019 May,2.5
LASST330000000000003,2019,M06,2019 Jun,2.5
LASST330000000000003,2019,M07,2019 Jul,2.6
LASST330000000000003,2019,M08,2019 Aug,2.6
LASST330000000000003,2019,M09,2019 Sep,2.6
LASST330000000000003,2019,M10,2019 Oct,2.6
LASST330000000000003,2019,M11,2019 Nov,2.6
LASST330000000000003,2019,M12,2019 Dec,2.6
LASST330000000000003,2020,M01,2020 Jan,2.6
LASST330000000000003,2020,M02,2020 Feb,2.6
LASST330000000000003,2020,M03,2020 Mar,2.4
LASST330000000000003,2020,M04,2020 Apr,16.3
LASST340000000000003,2018,M01,2018 Jan,4.5
LASST340000000000003,2018,M02,2018 Feb,4.5
LASST340000000000003,2018,M03,2018 Mar,4.4
LASST340000000000003,2018,M04,2018 Apr,4.3
LASST340000000000003,2018,M05,2018 May,4.2
LASST340000000000003,2018,M06,2018 Jun,4.1
LASST340000000000003,2018,M07,2018 Jul,4.0
LASST340000000000003,2018,M08,2018 Aug,3.9
LASST340000000000003,2018,M09,2018 Sep,3.8
LASST340000000000003,2018,M10,2018 Oct,3.8
LASST340000000000003,2018,M11,2018 Nov,3.8
LASST340000000000003,2018,M12,2018 Dec,3.8
LASST340000000000003,2019,M01,2019 Jan,3.7
LASST340000000000003,2019,M02,2019 Feb,3.6
LASST340000000000003,2019,M03,2019 Mar,3.5
LASST340000000000003,2019,M04,2019 Apr,3.4
LASST340000000000003,2019,M05,2019 May,3.3
LASST340000000000003,2019,M06,2019 Jun,3.3
LASST340000000000003,2019,M07,2019 Jul,3.3
LASST340000000000003,2019,M08,2019 Aug,3.5
LASST340000000000003,2019,M09,2019 Sep,3.6
LASST340000000000003,2019,M10,2019 Oct,3.7
LASST340000000000003,2019,M11,2019 Nov,3.7
LASST340000000000003,2019,M12,2019 Dec,3.7
LASST340000000000003,2020,M01,2020 Jan,3.8
LASST340000000000003,2020,M02,2020 Feb,3.8
LASST340000000000003,2020,M03,2020 Mar,3.7
LASST340000000000003,2020,M04,2020 Apr,15.3
LASST350000000000003,2018,M01,2018 Jan,5.2
LASST350000000000003,2018,M02,2018 Feb,5.1
LASST350000000000003,2018,M03,2018 Mar,5.0
LASST350000000000003,2018,M04,2018 Apr,4.9
LASST350000000000003,2018,M05,2018 May,4.8
LASST350000000000003,2018,M06,2018 Jun,4.8
LASST350000000000003,2018,M07,2018 Jul,4.8
LASST350000000000003,2018,M08,2018 Aug,4.8
LASST350000000000003,2018,M09,2018 Sep,4.8
LASST350000000000003,2018,M10,2018 Oct,4.9
LASST350000000000003,2018,M11,2018 Nov,4.9
LASST350000000000003,2018,M12,2018 Dec,4.9
LASST350000000000003,2019,M01,2019 Jan,5.0
LASST350000000000003,2019,M02,2019 Feb,5.0
LASST350000000000003,2019,M03,2019 Mar,5.0
LASST350000000000003,2019,M04,2019 Apr,5.0
LASST350000000000003,2019,M05,2019 May,4.9
LASST350000000000003,2019,M06,2019 Jun,4.9
LASST350000000000003,2019,M07,2019 Jul,4.8
LASST350000000000003,2019,M08,2019 Aug,4.8
LASST350000000000003,2019,M09,2019 Sep,4.8
LASST350000000000003,2019,M10,2019 Oct,4.8
LASST350000000000003,2019,M11,2019 Nov,4.8
LASST350000000000003,2019,M12,2019 Dec,4.8
LASST350000000000003,2020,M01,2020 Jan,4.8
LASST350000000000003,2020,M02,2020 Feb,4.8
LASST350000000000003,2020,M03,2020 Mar,6.3
LASST350000000000003,2020,M04,2020 Apr,11.3
LASST360000000000003,2018,M01,2018 Jan,4.5
LASST360000000000003,2018,M02,2018 Feb,4.5
LASST360000000000003,2018,M03,2018 Mar,4.4
LASST360000000000003,2018,M04,2018 Apr,4.3
LASST360000000000003,2018,M05,2018 May,4.2
LASST360000000000003,2018,M06,2018 Jun,4.1
LASST360000000000003,2018,M07,2018 Jul,4.0
LASST360000000000003,2018,M08,2018 Aug,3.9
LASST360000000000003,2018,M09,2018 Sep,3.9
LASST360000000000003,2018,M10,2018 Oct,3.9
LASST360000000000003,2018,M11,2018 Nov,4.0
LASST360000000000003,2018,M12,2018 Dec,4.0
LASST360000000000003,2019,M01,2019 Jan,4.0
LASST360000000000003,2019,M02,2019 Feb,4.0
LASST360000000000003,2019,M03,2019 Mar,4.0
LASST360000000000003,2019,M04,2019 Apr,4.0
LASST360000000000003,2019,M05,2019 May,4.0
LASST360000000000003,2019,M06,2019 Jun,3.9
LASST360000000000003,2019,M07,2019 Jul,3.9
LASST360000000000003,2019,M08,2019 Aug,3.9
LASST360000000000003,2019,M09,2019 Sep,3.9
LASST360000000000003,2019,M10,2019 Oct,3.9
LASST360000000000003,2019,M11,2019 Nov,3.9
LASST360000000000003,2019,M12,2019 Dec,3.9
LASST360000000000003,2020,M01,2020 Jan,3.8
LASST360000000000003,2020,M02,2020 Feb,3.7
LASST360000000000003,2020,M03,2020 Mar,4.1
LASST360000000000003,2020,M04,2020 Apr,14.5
LASST370000000000003,2018,M01,2018 Jan,4.2
LASST370000000000003,2018,M02,2018 Feb,4.1
LASST370000000000003,2018,M03,2018 Mar,4.1
LASST370000000000003,2018,M04,2018 Apr,4.0
LASST370000000000003,2018,M05,2018 May,4.0
LASST370000000000003,2018,M06,2018 Jun,3.9
LASST370000000000003,2018,M07,2018 Jul,3.9
LASST370000000000003,2018,M08,2018 Aug,3.9
LASST370000000000003,2018,M09,2018 Sep,3.9
LASST370000000000003,2018,M10,2018 Oct,3.9
LASST370000000000003,2018,M11,2018 Nov,3.9
LASST370000000000003,2018,M12,2018 Dec,4.0
LASST370000000000003,2019,M01,2019 Jan,4.0
LASST370000000000003,2019,M02,2019 Feb,4.1
LASST370000000000003,2019,M03,2019 Mar,4.1
LASST370000000000003,2019,M04,2019 Apr,4.1
LASST370000000000003,2019,M05,2019 May,4.0
LASST370000000000003,2019,M06,2019 Jun,4.0
LASST370000000000003,2019,M07,2019 Jul,3.9
LASST370000000000003,2019,M08,2019 Aug,3.8
LASST370000000000003,2019,M09,2019 Sep,3.7
LASST370000000000003,2019,M10,2019 Oct,3.7
LASST370000000000003,2019,M11,2019 Nov,3.6
LASST370000000000003,2019,M12,2019 Dec,3.6
LASST370000000000003,2020,M01,2020 Jan,3.6
LASST370000000000003,2020,M02,2020 Feb,3.6
LASST370000000000003,2020,M03,2020 Mar,4.3
LASST370000000000003,2020,M04,2020 Apr,12.2
LASST380000000000003,2018,M01,2018 Jan,2.7
LASST380000000000003,2018,M02,2018 Feb,2.7
LASST380000000000003,2018,M03,2018 Mar,2.7
LASST380000000000003,2018,M04,2018 Apr,2.6
LASST380000000000003,2018,M05,2018 May,2.6
LASST380000000000003,2018,M06,2018 Jun,2.6
LASST380000000000003,2018,M07,2018 Jul,2.6
LASST380000000000003,2018,M08,2018 Aug,2.6
LASST380000000000003,2018,M09,2018 Sep,2.5
LASST380000000000003,2018,M10,2018 Oct,2.5
LASST380000000000003,2018,M11,2018 Nov,2.4
LASST380000000000003,2018,M12,2018 Dec,2.4
LASST380000000000003,2019,M01,2019 Jan,2.3
LASST380000000000003,2019,M02,2019 Feb,2.3
LASST380000000000003,2019,M03,2019 Mar,2.3
LASST380000000000003,2019,M04,2019 Apr,2.3
LASST380000000000003,2019,M05,2019 May,2.4
LASST380000000000003,2019,M06,2019 Jun,2.4
LASST380000000000003,2019,M07,2019 Jul,2.4
LASST380000000000003,2019,M08,2019 Aug,2.4
LASST380000000000003,2019,M09,2019 Sep,2.4
LASST380000000000003,2019,M10,2019 Oct,2.4
LASST380000000000003,2019,M11,2019 Nov,2.4
LASST380000000000003,2019,M12,2019 Dec,2.4
LASST380000000000003,2020,M01,2020 Jan,2.3
LASST380000000000003,2020,M02,2020 Feb,2.2
LASST380000000000003,2020,M03,2020 Mar,2.0
LASST380000000000003,2020,M04,2020 Apr,8.5
LASST390000000000003,2018,M01,2018 Jan,4.5
LASST390000000000003,2018,M02,2018 Feb,4.5
LASST390000000000003,2018,M03,2018 Mar,4.5
LASST390000000000003,2018,M04,2018 Apr,4.6
LASST390000000000003,2018,M05,2018 May,4.6
LASST390000000000003,2018,M06,2018 Jun,4.5
LASST390000000000003,2018,M07,2018 Jul,4.5
LASST390000000000003,2018,M08,2018 Aug,4.4
LASST390000000000003,2018,M09,2018 Sep,4.4
LASST390000000000003,2018,M10,2018 Oct,4.4
LASST390000000000003,2018,M11,2018 Nov,4.4
LASST390000000000003,2018,M12,2018 Dec,4.3
LASST390000000000003,2019,M01,2019 Jan,4.3
LASST390000000000003,2019,M02,2019 Feb,4.2
LASST390000000000003,2019,M03,2019 Mar,4.1
LASST390000000000003,2019,M04,2019 Apr,4.1
LASST390000000000003,2019,M05,2019 May,4.1
LASST390000000000003,2019,M06,2019 Jun,4.1
LASST390000000000003,2019,M07,2019 Jul,4.2
LASST390000000000003,2019,M08,2019 Aug,4.2
LASST390000000000003,2019,M09,2019 Sep,4.1
LASST390000000000003,2019,M10,2019 Oct,4.1
LASST390000000000003,2019,M11,2019 Nov,4.1
LASST390000000000003,2019,M12,2019 Dec,4.1
LASST390000000000003,2020,M01,2020 Jan,4.1
LASST390000000000003,2020,M02,2020 Feb,4.1
LASST390000000000003,2020,M03,2020 Mar,5.8
LASST390000000000003,2020,M04,2020 Apr,16.8
LASST400000000000003,2018,M01,2018 Jan,3.9
LASST400000000000003,2018,M02,2018 Feb,3.8
LASST400000000000003,2018,M03,2018 Mar,3.7
LASST400000000000003,2018,M04,2018 Apr,3.6
LASST400000000000003,2018,M05,2018 May,3.5
LASST400000000000003,2018,M06,2018 Jun,3.4
LASST400000000000003,2018,M07,2018 Jul,3.3
LASST400000000000003,2018,M08,2018 Aug,3.2
LASST400000000000003,2018,M09,2018 Sep,3.2
LASST400000000000003,2018,M10,2018 Oct,3.2
LASST400000000000003,2018,M11,2018 Nov,3.2
LASST400000000000003,2018,M12,2018 Dec,3.3
LASST400000000000003,2019,M01,2019 Jan,3.3
LASST400000000000003,2019,M02,2019 Feb,3.3
LASST400000000000003,2019,M03,2019 Mar,3.2
LASST400000000000003,2019,M04,2019 Apr,3.2
LASST400000000000003,2019,M05,2019 May,3.2
LASST400000000000003,2019,M06,2019 Jun,3.2
LASST400000000000003,2019,M07,2019 Jul,3.3
LASST400000000000003,2019,M08,2019 Aug,3.3
LASST400000000000003,2019,M09,2019 Sep,3.3
LASST400000000000003,2019,M10,2019 Oct,3.4
LASST400000000000003,2019,M11,2019 Nov,3.4
LASST400000000000003,2019,M12,2019 Dec,3.4
LASST400000000000003,2020,M01,2020 Jan,3.3
LASST400000000000003,2020,M02,2020 Feb,3.2
LASST400000000000003,2020,M03,2020 Mar,2.9
LASST400000000000003,2020,M04,2020 Apr,13.7
LASST410000000000003,2018,M01,2018 Jan,4.1
LASST410000000000003,2018,M02,2018 Feb,4.1
LASST410000000000003,2018,M03,2018 Mar,4.1
LASST410000000000003,2018,M04,2018 Apr,4.0
LASST410000000000003,2018,M05,2018 May,4.0
LASST410000000000003,2018,M06,2018 Jun,3.9
LASST410000000000003,2018,M07,2018 Jul,3.9
LASST410000000000003,2018,M08,2018 Aug,4.0
LASST410000000000003,2018,M09,2018 Sep,4.0
LASST410000000000003,2018,M10,2018 Oct,4.1
LASST410000000000003,2018,M11,2018 Nov,4.2
LASST410000000000003,2018,M12,2018 Dec,4.2
LASST410000000000003,2019,M01,2019 Jan,4.2
LASST410000000000003,2019,M02,2019 Feb,4.2
LASST410000000000003,2019,M03,2019 Mar,4.1
LASST410000000000003,2019,M04,2019 Apr,4.0
LASST410000000000003,2019,M05,2019 May,3.9
LASST410000000000003,2019,M06,2019 Jun,3.8
LASST410000000000003,2019,M07,2019 Jul,3.7
LASST410000000000003,2019,M08,2019 Aug,3.6
LASST410000000000003,2019,M09,2019 Sep,3.5
LASST410000000000003,2019,M10,2019 Oct,3.4
LASST410000000000003,2019,M11,2019 Nov,3.4
LASST410000000000003,2019,M12,2019 Dec,3.4
LASST410000000000003,2020,M01,2020 Jan,3.3
LASST410000000000003,2020,M02,2020 Feb,3.3
LASST410000000000003,2020,M03,2020 Mar,3.5
LASST410000000000003,2020,M04,2020 Apr,14.2
LASST420000000000003,2018,M01,2018 Jan,4.6
LASST420000000000003,2018,M02,2018 Feb,4.5
LASST420000000000003,2018,M03,2018 Mar,4.4
LASST420000000000003,2018,M04,2018 Apr,4.3
LASST420000000000003,2018,M05,2018 May,4.3
LASST420000000000003,2018,M06,2018 Jun,4.2
LASST420000000000003,2018,M07,2018 Jul,4.2
LASST420000000000003,2018,M08,2018 Aug,4.2
LASST420000000000003,2018,M09,2018 Sep,4.1
LASST420000000000003,2018,M10,2018 Oct,4.1
LASST420000000000003,2018,M11,2018 Nov,4.1
LASST420000000000003,2018,M12,2018 Dec,4.1
LASST420000000000003,2019,M01,2019 Jan,4.1
LASST420000000000003,2019,M02,2019 Feb,4.1
LASST420000000000003,2019,M03,2019 Mar,4.1
LASST420000000000003,2019,M04,2019 Apr,4.1
